,Player,FrameNo,Shot
0,35,1,0
1,35,2,0
2,35,3,0
3,35,4,0
4,35,5,0
5,35,6,0
6,35,7,0
7,35,8,0
8,35,9,0
9,35,10,0
10,35,11,0
11,35,12,0
12,35,13,0
13,35,14,0
14,35,15,0
15,35,16,0
16,35,17,0
17,35,18,0
18,35,19,0
19,35,20,0
20,35,21,0
21,35,22,0
22,35,23,0
23,35,24,0
24,35,25,0
25,35,26,0
26,35,27,0
27,35,28,0
28,35,29,0
29,35,30,0
30,35,31,0
31,35,32,0
32,35,33,0
33,35,34,0
34,35,35,0
35,35,36,0
36,35,37,0
37,35,38,0
38,35,39,0
39,35,40,0
40,35,41,0
41,35,42,0
42,35,43,0
43,35,44,0
44,35,45,0
45,35,46,0
46,35,47,0
47,35,48,0
48,35,49,0
49,35,50,0
50,35,51,0
51,35,52,0
52,35,53,0
53,35,54,0
54,35,55,0
55,35,56,0
56,35,57,0
57,35,58,0
58,35,59,0
59,35,60,0
60,35,61,0
61,35,62,0
62,35,63,0
63,35,64,0
64,35,65,0
65,35,66,0
66,35,67,0
67,35,68,0
68,35,69,0
69,35,70,0
70,35,71,0
71,35,72,0
72,35,73,0
73,35,74,0
74,35,75,0
75,35,76,0
76,35,77,0
77,35,78,0
78,35,79,0
79,35,80,0
80,35,81,0
81,35,82,0
82,35,83,0
83,35,84,0
84,35,85,0
85,35,86,0
86,35,87,0
87,35,88,0
88,35,89,0
89,35,90,0
90,35,91,0
91,35,92,0
92,35,93,0
93,35,94,0
94,35,95,0
95,35,96,0
96,35,97,0
97,35,98,0
98,35,99,0
99,35,100,0
100,35,101,0
101,35,102,0
102,35,103,0
103,35,104,0
104,35,105,0
105,35,106,1
106,35,107,1
107,35,108,1
108,35,109,1
109,35,110,1
110,35,111,1
111,35,112,1
112,35,113,1
113,35,114,1
114,35,115,1
115,35,116,1
116,35,117,1
117,35,118,1
118,35,119,1
119,35,120,1
120,35,121,1
121,35,122,1
122,35,123,1
123,35,124,1
124,35,125,1
125,35,126,1
126,35,127,1
127,35,128,1
128,35,129,1
129,35,130,1
130,35,131,1
131,35,132,1
132,35,133,1
133,35,134,1
134,35,135,1
135,35,136,1
136,35,137,1
137,35,138,1
138,35,139,1
139,35,140,1
140,35,141,1
141,35,142,1
142,35,143,1
143,35,144,1
144,35,145,1
145,35,146,1
146,35,147,1
147,35,148,1
148,35,149,1
149,35,150,1
150,35,151,1
151,35,152,1
152,35,153,1
153,35,154,1
154,35,155,1
155,35,156,1
156,35,157,1
157,35,158,1
158,35,159,1
159,35,160,1
160,35,161,1
161,35,162,1
162,35,163,1
163,35,164,1
164,35,165,1
165,35,166,1
166,35,167,1
167,35,168,1
168,35,169,1
169,35,170,1
170,35,171,1
171,35,172,1
172,35,173,1
173,35,174,1
174,35,175,1
175,35,176,1
176,35,177,1
177,35,178,1
178,35,179,1
179,35,180,1
180,35,181,1
181,35,182,1
182,35,183,1
183,35,184,1
184,35,185,1
185,35,186,1
186,35,187,1
187,35,188,1
188,35,189,1
189,35,190,1
190,35,191,1
191,35,192,1
192,35,193,1
193,35,194,1
194,35,195,1
195,35,196,1
196,35,197,1
197,35,198,1
198,35,199,1
199,35,200,1
200,35,201,1
201,35,202,1
202,35,203,1
203,35,204,1
204,35,205,1
205,35,206,1
206,35,207,1
207,35,208,1
208,35,209,1
209,35,210,1
210,35,211,1
211,35,212,1
212,35,213,1
213,35,214,1
214,35,215,1
215,35,216,1
216,35,217,1
217,35,218,1
218,35,219,1
219,35,220,1
220,35,221,1
221,35,222,1
222,35,223,1
223,35,224,1
224,35,225,1
225,35,226,1
226,35,227,1
227,35,228,1
228,35,229,1
229,35,230,1
230,35,231,1
231,35,232,1
232,35,233,1
233,35,234,1
234,35,235,1
235,35,236,1
236,35,237,1
237,35,238,1
238,35,239,1
239,35,240,1
240,35,241,1
241,35,242,1
242,35,243,1
243,35,244,1
244,35,245,1
245,35,246,1
246,35,247,1
247,35,248,1
248,35,249,1
249,35,250,1
250,35,251,1
251,35,252,1
252,35,253,1
253,35,254,1
254,35,255,1
255,35,256,0
256,35,257,0
257,35,258,0
258,35,259,0
259,35,260,0
260,35,261,0
261,35,262,0
262,35,263,0
263,35,264,0
264,35,265,0
265,35,266,0
266,35,267,0
267,35,268,0
268,35,269,0
269,35,270,0
270,35,271,0
271,35,272,0
272,35,273,0
273,35,274,0
274,35,275,0
275,35,276,0
276,35,277,0
277,35,278,0
278,35,279,0
279,35,280,0
280,35,281,0
281,35,282,0
282,35,283,0
283,35,284,0
284,35,285,0
285,35,286,0
286,35,287,0
287,35,288,0
288,35,289,0
289,35,290,0
290,35,291,0
291,35,292,0
292,35,293,0
293,35,294,0
294,35,295,0
295,35,296,0
296,35,297,0
297,35,298,0
298,35,299,1
299,35,300,1
300,35,301,1
301,35,302,1
302,35,303,1
303,35,304,1
304,35,305,1
305,35,306,1
306,35,307,1
307,35,308,1
308,35,309,1
309,35,310,1
310,35,311,1
311,35,312,1
312,35,313,1
313,35,314,1
314,35,315,1
315,35,316,1
316,35,317,1
317,35,318,1
318,35,319,1
319,35,320,1
320,35,321,1
321,35,322,1
322,35,323,1
323,35,324,1
324,35,325,1
325,35,326,1
326,35,327,1
327,35,328,1
328,35,329,1
329,35,330,1
330,35,331,1
331,35,332,1
332,35,333,1
333,35,334,1
334,35,335,1
335,35,336,1
336,35,337,1
337,35,338,1
338,35,339,1
339,35,340,1
340,35,341,1
341,35,342,1
342,35,343,1
343,35,344,1
344,35,345,1
345,35,346,1
346,35,347,1
347,35,348,1
348,35,349,1
349,35,350,1
350,35,351,1
351,35,352,1
352,35,353,1
353,35,354,1
354,35,355,1
355,35,356,1
356,35,357,1
357,35,358,1
358,35,359,1
359,35,360,1
360,35,361,1
361,35,362,1
362,35,363,1
363,35,364,1
364,35,365,1
365,35,366,1
366,35,367,1
367,35,368,1
368,35,369,1
369,35,370,1
370,35,371,1
371,35,372,1
372,35,373,1
373,35,374,1
374,35,375,1
375,35,376,1
376,35,377,0
377,35,378,0
378,35,379,0
379,35,380,0
380,35,381,0
381,35,382,0
382,35,383,0
383,35,384,0
384,35,385,0
385,35,386,0
386,35,387,0
387,35,388,0
388,35,389,0
389,35,390,0
390,35,391,0
391,35,392,0
392,35,393,0
393,35,394,0
394,35,395,0
395,35,396,0
396,35,397,0
397,35,398,0
398,35,399,0
399,35,400,0
400,35,401,0
401,35,402,0
402,35,403,0
403,35,404,0
404,35,405,0
405,35,406,0
406,35,407,0
407,35,408,0
408,35,409,0
409,35,410,0
410,35,411,0
411,35,412,0
412,35,413,0
413,35,414,0
414,35,415,0
415,35,416,0
416,35,417,0
417,35,418,0
418,35,419,0
419,35,420,0
420,35,421,0
421,35,422,0
422,35,423,0
