,Player,FrameNo,Shot
0,38,1,0
1,38,2,0
2,38,3,1
3,38,4,1
4,38,5,1
5,38,6,1
6,38,7,1
7,38,8,1
8,38,9,1
9,38,10,1
10,38,11,1
11,38,12,1
12,38,13,1
13,38,14,1
14,38,15,1
15,38,16,1
16,38,17,1
17,38,18,1
18,38,19,1
19,38,20,1
20,38,21,1
21,38,22,1
22,38,23,1
23,38,24,1
24,38,25,1
25,38,26,1
26,38,27,1
27,38,28,1
28,38,29,1
29,38,30,1
30,38,31,1
31,38,32,1
32,38,33,1
33,38,34,1
34,38,35,1
35,38,36,1
36,38,37,1
37,38,38,1
38,38,39,1
39,38,40,1
40,38,41,1
41,38,42,0
42,38,43,0
43,38,44,0
44,38,45,0
45,38,46,0
46,38,47,0
47,38,48,0
48,38,49,0
49,38,50,0
50,38,51,0
51,38,52,0
52,38,53,0
53,38,54,0
54,38,55,0
55,38,56,0
56,38,57,0
57,38,58,0
58,38,59,0
59,38,60,0
60,38,61,0
61,38,62,0
62,38,63,0
63,38,64,0
64,38,65,0
65,38,66,0
66,38,67,0
67,38,68,0
68,38,69,0
69,38,70,0
70,38,71,0
71,38,72,0
72,38,73,0
73,38,74,0
74,38,75,0
75,38,76,0
76,38,77,0
77,38,78,0
78,38,79,0
79,38,80,0
80,38,81,0
81,38,82,0
82,38,83,1
83,38,84,1
84,38,85,1
85,38,86,1
86,38,87,1
87,38,88,1
88,38,89,1
89,38,90,1
90,38,91,1
91,38,92,1
92,38,93,1
93,38,94,1
94,38,95,1
95,38,96,1
96,38,97,1
97,38,98,1
98,38,99,1
99,38,100,1
100,38,101,1
101,38,102,1
102,38,103,1
103,38,104,1
104,38,105,1
105,38,106,1
106,38,107,1
107,38,108,1
108,38,109,1
109,38,110,1
110,38,111,1
111,38,112,1
112,38,113,1
113,38,114,1
114,38,115,0
115,38,116,0
116,38,117,0
117,38,118,0
118,38,119,0
119,38,120,0
120,38,121,0
121,38,122,0
122,38,123,0
123,38,124,0
124,38,125,0
125,38,126,0
126,38,127,0
127,38,128,0
128,38,129,0
129,38,130,0
130,38,131,0
131,38,132,0
132,38,133,0
133,38,134,0
134,38,135,0
135,38,136,0
136,38,137,0
137,38,138,0
138,38,139,0
139,38,140,0
140,38,141,0
141,38,142,0
142,38,143,0
143,38,144,0
144,38,145,0
145,38,146,0
146,38,147,0
147,38,148,0
148,38,149,0
149,38,150,0
150,38,151,0
151,38,152,0
152,38,153,0
153,38,154,0
154,38,155,0
155,38,156,0
156,38,157,0
157,38,158,0
158,38,159,0
159,38,160,0
160,38,161,0
161,38,162,0
162,38,163,0
163,38,164,0
164,38,165,0
165,38,166,0
166,38,167,0
167,38,168,0
168,38,169,0
169,38,170,0
170,38,171,0
171,38,172,0
172,38,173,0
173,38,174,0
174,38,175,1
175,38,176,1
176,38,177,1
177,38,178,1
178,38,179,1
179,38,180,1
180,38,181,1
181,38,182,1
182,38,183,1
183,38,184,1
184,38,185,1
185,38,186,1
186,38,187,1
187,38,188,1
188,38,189,1
189,38,190,1
190,38,191,1
191,38,192,1
192,38,193,1
193,38,194,1
194,38,195,1
195,38,196,1
196,38,197,1
197,38,198,1
198,38,199,1
199,38,200,1
200,38,201,1
201,38,202,1
202,38,203,1
203,38,204,1
204,38,205,1
205,38,206,1
206,38,207,1
207,38,208,1
208,38,209,1
209,38,210,1
210,38,211,1
211,38,212,1
212,38,213,1
213,38,214,1
214,38,215,1
215,38,216,1
216,38,217,1
217,38,218,1
218,38,219,1
219,38,220,1
220,38,221,1
221,38,222,1
222,38,223,1
223,38,224,1
224,38,225,1
225,38,226,1
226,38,227,1
227,38,228,1
228,38,229,1
229,38,230,1
230,38,231,1
231,38,232,1
232,38,233,1
233,38,234,0
234,38,235,0
235,38,236,0
236,38,237,0
237,38,238,0
238,38,239,0
239,38,240,0
240,38,241,1
241,38,242,1
242,38,243,1
243,38,244,1
244,38,245,1
245,38,246,1
246,38,247,1
247,38,248,1
248,38,249,1
249,38,250,1
250,38,251,1
251,38,252,1
252,38,253,1
253,38,254,1
254,38,255,1
255,38,256,1
256,38,257,1
257,38,258,1
258,38,259,1
259,38,260,1
260,38,261,1
261,38,262,1
262,38,263,1
263,38,264,1
264,38,265,1
265,38,266,1
266,38,267,1
267,38,268,1
268,38,269,1
269,38,270,1
270,38,271,1
271,38,272,1
272,38,273,1
273,38,274,1
274,38,275,1
275,38,276,1
276,38,277,1
277,38,278,1
278,38,279,1
279,38,280,1
280,38,281,1
281,38,282,1
282,38,283,1
283,38,284,1
284,38,285,1
285,38,286,1
286,38,287,1
287,38,288,0
288,38,289,0
289,38,290,0
290,38,291,0
291,38,292,0
292,38,293,0
293,38,294,0
294,38,295,0
295,38,296,0
296,38,297,0
297,38,298,0
298,38,299,0
299,38,300,0
300,38,301,0
301,38,302,0
302,38,303,0
303,38,304,0
304,38,305,0
305,38,306,0
306,38,307,0
307,38,308,0
308,38,309,0
309,38,310,0
310,38,311,0
311,38,312,0
312,38,313,0
313,38,314,0
314,38,315,0
315,38,316,0
316,38,317,0
317,38,318,0
318,38,319,0
319,38,320,0
320,38,321,0
321,38,322,0
322,38,323,0
323,38,324,0
324,38,325,0
325,38,326,0
326,38,327,0
327,38,328,0
328,38,329,0
329,38,330,0
330,38,331,0
331,38,332,0
332,38,333,0
333,38,334,0
334,38,335,0
335,38,336,0
336,38,337,0
337,38,338,0
338,38,339,0
339,38,340,0
340,38,341,0
341,38,342,0
342,38,343,0
343,38,344,0
344,38,345,0
345,38,346,0
346,38,347,0
347,38,348,0
348,38,349,0
349,38,350,0
350,38,351,0
351,38,352,0
352,38,353,0
353,38,354,0
354,38,355,0
355,38,356,0
356,38,357,0
357,38,358,0
358,38,359,0
359,38,360,0
360,38,361,0
361,38,362,0
362,38,363,0
363,38,364,0
364,38,365,0
365,38,366,0
366,38,367,0
367,38,368,0
368,38,369,0
369,38,370,0
370,38,371,0
371,38,372,0
372,38,373,0
373,38,374,0
374,38,375,0
375,38,376,0
376,38,377,0
377,38,378,0
378,38,379,0
379,38,380,0
380,38,381,0
381,38,382,0
382,38,383,0
383,38,384,0
384,38,385,0
385,38,386,0
386,38,387,0
387,38,388,0
388,38,389,0
389,38,390,0
390,38,391,0
391,38,392,0
392,38,393,0
393,38,394,0
394,38,395,0
395,38,396,0
396,38,397,0
397,38,398,0
