,Player,FrameNo,Shot
0,19,1,0
1,19,2,0
2,19,3,0
3,19,4,0
4,19,5,0
5,19,6,0
6,19,7,0
7,19,8,0
8,19,9,0
9,19,10,0
10,19,11,0
11,19,12,0
12,19,13,0
13,19,14,0
14,19,15,0
15,19,16,0
16,19,17,0
17,19,18,0
18,19,19,0
19,19,20,0
20,19,21,0
21,19,22,0
22,19,23,0
23,19,24,0
24,19,25,0
25,19,26,0
26,19,27,0
27,19,28,0
28,19,29,0
29,19,30,0
30,19,31,0
31,19,32,0
32,19,33,0
33,19,34,0
34,19,35,0
35,19,36,0
36,19,37,0
37,19,38,0
38,19,39,0
39,19,40,0
40,19,41,0
41,19,42,0
42,19,43,0
43,19,44,0
44,19,45,0
45,19,46,0
46,19,47,0
47,19,48,0
48,19,49,0
49,19,50,0
50,19,51,0
51,19,52,0
52,19,53,0
53,19,54,0
54,19,55,0
55,19,56,0
56,19,57,0
57,19,58,0
58,19,59,0
59,19,60,0
60,19,61,0
61,19,62,0
62,19,63,0
63,19,64,0
64,19,65,0
65,19,66,0
66,19,67,0
67,19,68,0
68,19,69,0
69,19,70,0
70,19,71,0
71,19,72,0
72,19,73,0
73,19,74,0
74,19,75,0
75,19,76,0
76,19,77,0
77,19,78,0
78,19,79,0
79,19,80,0
80,19,81,0
81,19,82,0
82,19,83,0
83,19,84,0
84,19,85,0
85,19,86,0
86,19,87,0
87,19,88,0
88,19,89,0
89,19,90,0
90,19,91,0
91,19,92,0
92,19,93,0
93,19,94,0
94,19,95,0
95,19,96,0
96,19,97,0
97,19,98,0
98,19,99,0
99,19,100,0
100,19,101,0
101,19,102,0
102,19,103,0
103,19,104,0
104,19,105,0
105,19,106,0
106,19,107,0
107,19,108,0
108,19,109,0
109,19,110,0
110,19,111,0
111,19,112,0
112,19,113,0
113,19,114,0
114,19,115,0
115,19,116,0
116,19,117,0
117,19,118,0
118,19,119,0
119,19,120,0
120,19,121,0
121,19,122,0
122,19,123,0
123,19,124,0
124,19,125,0
125,19,126,0
126,19,127,0
127,19,128,0
128,19,129,0
129,19,130,0
130,19,131,0
131,19,132,0
132,19,133,0
133,19,134,0
134,19,135,0
135,19,136,0
136,19,137,0
137,19,138,0
138,19,139,0
139,19,140,0
140,19,141,0
141,19,142,0
142,19,143,0
143,19,144,0
144,19,145,0
145,19,146,0
146,19,147,0
147,19,148,0
148,19,149,0
149,19,150,0
150,19,151,0
151,19,152,0
152,19,153,0
153,19,154,0
154,19,155,0
155,19,156,0
156,19,157,0
157,19,158,0
158,19,159,0
159,19,160,0
160,19,161,0
161,19,162,0
162,19,163,0
163,19,164,0
164,19,165,0
165,19,166,0
166,19,167,0
167,19,168,0
168,19,169,0
169,19,170,0
170,19,171,0
171,19,172,0
172,19,173,0
173,19,174,0
174,19,175,0
175,19,176,0
176,19,177,0
177,19,178,0
178,19,179,0
179,19,180,0
180,19,181,0
181,19,182,0
182,19,183,0
183,19,184,0
184,19,185,0
185,19,186,0
186,19,187,0
187,19,188,0
188,19,189,0
189,19,190,0
190,19,191,0
191,19,192,0
192,19,193,0
193,19,194,0
194,19,195,0
195,19,196,0
196,19,197,0
197,19,198,0
198,19,199,0
199,19,200,1
200,19,201,1
201,19,202,1
202,19,203,1
203,19,204,1
204,19,205,1
205,19,206,1
206,19,207,1
207,19,208,1
208,19,209,1
209,19,210,1
210,19,211,1
211,19,212,1
212,19,213,1
213,19,214,1
214,19,215,1
215,19,216,1
216,19,217,1
217,19,218,1
218,19,219,1
219,19,220,1
220,19,221,1
221,19,222,1
222,19,223,1
223,19,224,1
224,19,225,1
225,19,226,1
226,19,227,1
227,19,228,1
228,19,229,1
229,19,230,1
230,19,231,1
231,19,232,1
232,19,233,1
233,19,234,1
234,19,235,1
235,19,236,1
236,19,237,1
237,19,238,1
238,19,239,1
239,19,240,1
240,19,241,1
241,19,242,1
242,19,243,1
243,19,244,1
244,19,245,1
245,19,246,1
246,19,247,0
247,19,248,0
248,19,249,0
249,19,250,0
250,19,251,0
251,19,252,0
252,19,253,0
253,19,254,0
254,19,255,0
255,19,256,0
256,19,257,0
257,19,258,0
258,19,259,0
259,19,260,0
260,19,261,0
261,19,262,0
262,19,263,0
263,19,264,0
264,19,265,0
265,19,266,0
266,19,267,0
267,19,268,1
268,19,269,1
269,19,270,1
270,19,271,1
271,19,272,1
272,19,273,1
273,19,274,1
274,19,275,1
275,19,276,1
276,19,277,1
277,19,278,1
278,19,279,1
279,19,280,1
280,19,281,1
281,19,282,1
282,19,283,1
283,19,284,1
284,19,285,1
285,19,286,0
286,19,287,0
287,19,288,0
288,19,289,0
289,19,290,0
290,19,291,0
291,19,292,0
292,19,293,0
293,19,294,0
294,19,295,0
295,19,296,0
296,19,297,0
297,19,298,0
298,19,299,0
299,19,300,0
300,19,301,0
301,19,302,0
302,19,303,0
303,19,304,0
304,19,305,0
305,19,306,0
306,19,307,0
307,19,308,0
308,19,309,0
309,19,310,0
310,19,311,0
311,19,312,0
312,19,313,0
313,19,314,0
314,19,315,0
315,19,316,0
316,19,317,0
317,19,318,0
318,19,319,0
319,19,320,0
320,19,321,0
321,19,322,0
322,19,323,0
323,19,324,0
324,19,325,0
325,19,326,0
326,19,327,0
327,19,328,0
328,19,329,0
329,19,330,0
330,19,331,0
331,19,332,0
332,19,333,0
333,19,334,0
334,19,335,0
335,19,336,0
336,19,337,0
337,19,338,0
338,19,339,0
339,19,340,0
340,19,341,0
341,19,342,0
342,19,343,0
343,19,344,0
344,19,345,0
345,19,346,0
346,19,347,0
347,19,348,0
348,19,349,0
349,19,350,0
350,19,351,0
351,19,352,0
352,19,353,0
353,19,354,0
354,19,355,0
355,19,356,0
356,19,357,0
357,19,358,0
358,19,359,0
359,19,360,0
360,19,361,0
361,19,362,0
362,19,363,0
363,19,364,0
364,19,365,0
365,19,366,0
366,19,367,0
367,19,368,0
368,19,369,0
369,19,370,0
370,19,371,0
371,19,372,0
372,19,373,0
373,19,374,0
374,19,375,0
375,19,376,0
376,19,377,0
377,19,378,0
378,19,379,0
379,19,380,0
380,19,381,0
381,19,382,0
382,19,383,0
383,19,384,0
384,19,385,0
385,19,386,0
386,19,387,0
387,19,388,0
388,19,389,0
389,19,390,0
390,19,391,0
391,19,392,0
392,19,393,0
393,19,394,0
394,19,395,0
395,19,396,0
396,19,397,0
397,19,398,0
398,19,399,0
399,19,400,0
400,19,401,0
401,19,402,0
402,19,403,0
403,19,404,0
404,19,405,0
405,19,406,0
406,19,407,0
407,19,408,0
408,19,409,0
409,19,410,0
410,19,411,0
411,19,412,0
412,19,413,0
413,19,414,0
414,19,415,0
415,19,416,0
416,19,417,0
417,19,418,0
418,19,419,0
419,19,420,0
420,19,421,0
421,19,422,0
422,19,423,0
423,19,424,0
424,19,425,0
