,Player,FrameNo,Shot
0,41,1,0
1,41,2,0
2,41,3,1
3,41,4,1
4,41,5,1
5,41,6,1
6,41,7,1
7,41,8,1
8,41,9,1
9,41,10,1
10,41,11,1
11,41,12,1
12,41,13,1
13,41,14,1
14,41,15,1
15,41,16,1
16,41,17,1
17,41,18,1
18,41,19,1
19,41,20,1
20,41,21,1
21,41,22,1
22,41,23,1
23,41,24,1
24,41,25,1
25,41,26,1
26,41,27,1
27,41,28,1
28,41,29,1
29,41,30,1
30,41,31,1
31,41,32,1
32,41,33,1
33,41,34,1
34,41,35,1
35,41,36,1
36,41,37,1
37,41,38,1
38,41,39,1
39,41,40,1
40,41,41,1
41,41,42,0
42,41,43,0
43,41,44,0
44,41,45,0
45,41,46,0
46,41,47,0
47,41,48,0
48,41,49,0
49,41,50,0
50,41,51,0
51,41,52,0
52,41,53,0
53,41,54,0
54,41,55,0
55,41,56,0
56,41,57,0
57,41,58,0
58,41,59,0
59,41,60,0
60,41,61,0
61,41,62,0
62,41,63,0
63,41,64,0
64,41,65,0
65,41,66,0
66,41,67,0
67,41,68,0
68,41,69,0
69,41,70,0
70,41,71,0
71,41,72,0
72,41,73,0
73,41,74,0
74,41,75,0
75,41,76,0
76,41,77,0
77,41,78,0
78,41,79,0
79,41,80,0
80,41,81,0
81,41,82,0
82,41,83,1
83,41,84,1
84,41,85,1
85,41,86,1
86,41,87,1
87,41,88,1
88,41,89,1
89,41,90,1
90,41,91,1
91,41,92,1
92,41,93,1
93,41,94,1
94,41,95,1
95,41,96,1
96,41,97,1
97,41,98,1
98,41,99,1
99,41,100,1
100,41,101,1
101,41,102,1
102,41,103,1
103,41,104,1
104,41,105,1
105,41,106,1
106,41,107,1
107,41,108,1
108,41,109,1
109,41,110,1
110,41,111,1
111,41,112,1
112,41,113,1
113,41,114,1
114,41,115,0
115,41,116,0
116,41,117,0
117,41,118,0
118,41,119,0
119,41,120,0
120,41,121,0
121,41,122,0
122,41,123,0
123,41,124,0
124,41,125,0
125,41,126,0
126,41,127,0
127,41,128,0
128,41,129,0
129,41,130,0
130,41,131,0
131,41,132,0
132,41,133,0
133,41,134,0
134,41,135,0
135,41,136,0
136,41,137,0
137,41,138,0
138,41,139,0
139,41,140,0
140,41,141,0
141,41,142,0
142,41,143,0
143,41,144,0
144,41,145,0
145,41,146,0
146,41,147,0
147,41,148,0
148,41,149,0
149,41,150,0
150,41,151,0
151,41,152,0
152,41,153,0
153,41,154,0
154,41,155,0
155,41,156,0
156,41,157,0
157,41,158,0
158,41,159,0
159,41,160,0
160,41,161,0
161,41,162,0
162,41,163,0
163,41,164,0
164,41,165,0
165,41,166,0
166,41,167,0
167,41,168,0
168,41,169,0
169,41,170,0
170,41,171,0
171,41,172,0
172,41,173,0
173,41,174,0
174,41,175,1
175,41,176,1
176,41,177,1
177,41,178,1
178,41,179,1
179,41,180,1
180,41,181,1
181,41,182,1
182,41,183,1
183,41,184,1
184,41,185,1
185,41,186,1
186,41,187,1
187,41,188,1
188,41,189,1
189,41,190,1
190,41,191,1
